,8,12,13,14,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,121
14,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,,"('2', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('5', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('3', '2', '0', '0', '0')","('7', '2', '0', '0', '0')","('5', '0', '0', '0', '0')","('5', '1', '0', '0', '0')","('9', '5', '0', '0', '0')","('7', '3', '0', '0', '0')","('17', '8', '0', '0', '0')","('5', '3', '0', '0', '0')","('13', '2', '2', '0', '0')","('10', '4', '1', '0', '0')","('12', '6', '1', '0', '0')","('12', '4', '2', '0', '0')","('11', '3', '0', '0', '0')","('21', '7', '1', '0', '0')","('13', '7', '0', '0', '0')","('29', '19', '2', '0', '0')","('18', '12', '0', '0', '0')","('24', '14', '2', '0', '0')","('29', '17', '3', '0', '0')","('26', '18', '2', '0', '0')","('20', '18', '0', '0', '0')","('25', '19', '2', '0', '0')","('33', '26', '5', '0', '0')","('41', '33', '5', '0', '0')","('38', '29', '3', '0', '0')","('44', '37', '5', '0', '0')","('32', '22', '5', '0', '0')","('25', '22', '2', '0', '0')","('35', '28', '5', '1', '0')","('42', '33', '7', '1', '0')","('43', '36', '6', '0', '0')","('52', '43', '7', '0', '0')","('39', '29', '7', '1', '0')","('54', '41', '10', '0', '0')","('64', '40', '13', '1', '0')","('55', '39', '9', '1', '0')","('64', '47', '8', '0', '0')","('72', '40', '17', '0', '0')","('74', '47', '13', '2', '0')","('74', '43', '14', '3', '0')","('65', '32', '12', '0', '0')","('70', '37', '13', '1', '0')","('68', '25', '19', '3', '0')","('84', '28', '31', '3', '0')","('63', '26', '21', '1', '0')","('72', '21', '25', '0', '0')","('51', '15', '22', '2', '0')","('55', '16', '24', '2', '0')","('35', '11', '12', '0', '0')","('29', '9', '15', '0', '0')","('16', '2', '6', '0', '0')","('14', '2', '10', '0', '0')","('12', '4', '6', '0', '0')","('6', '4', '0', '0', '0')","('1', '0', '1', '0', '0')",,,,,
15,,,,,,,,,,,,,,,,,,,,,,,"('1', '1', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,,,"('2', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '1', '0', '0', '0')",,"('2', '1', '0', '0', '0')","('4', '2', '0', '0', '0')",,"('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('4', '0', '1', '0', '0')","('2', '1', '0', '0', '0')","('4', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('6', '1', '1', '0', '0')","('9', '2', '3', '0', '0')","('3', '3', '0', '0', '0')","('11', '1', '1', '0', '0')","('20', '13', '1', '0', '0')","('7', '3', '0', '0', '0')","('10', '3', '1', '0', '0')","('19', '7', '0', '0', '0')","('13', '3', '0', '0', '0')","('12', '7', '1', '0', '0')","('14', '6', '0', '0', '0')","('22', '14', '1', '0', '0')","('15', '8', '0', '0', '0')","('18', '11', '1', '0', '0')","('30', '21', '2', '0', '0')","('17', '8', '1', '0', '0')","('28', '20', '4', '0', '0')","('20', '17', '2', '0', '0')","('23', '18', '2', '0', '0')","('18', '16', '2', '0', '0')","('26', '21', '4', '0', '0')","('35', '30', '4', '0', '0')","('38', '33', '4', '0', '0')","('25', '22', '1', '2', '0')","('36', '31', '5', '0', '0')","('40', '36', '3', '0', '0')","('41', '35', '5', '0', '0')","('34', '27', '4', '1', '0')","('35', '28', '3', '1', '0')","('49', '34', '11', '1', '0')","('54', '38', '6', '1', '0')","('52', '29', '11', '0', '0')","('64', '39', '11', '0', '0')","('73', '42', '13', '0', '0')","('75', '37', '19', '2', '0')","('67', '30', '17', '3', '0')","('81', '36', '24', '3', '0')","('76', '29', '17', '0', '0')","('76', '34', '21', '1', '0')","('69', '18', '25', '2', '0')","('68', '20', '24', '2', '0')","('81', '21', '29', '6', '0')","('76', '16', '24', '0', '0')","('71', '18', '21', '5', '0')","('44', '4', '17', '1', '0')","('30', '3', '15', '0', '0')","('40', '5', '16', '1', '1')","('25', '2', '16', '1', '0')","('13', '3', '7', '0', '0')","('16', '3', '9', '0', '0')","('12', '1', '6', '0', '0')","('8', '1', '4', '0', '1')","('3', '0', '2', '0', '0')","('1', '1', '0', '0', '0')","('1', '0', '1', '0', '0')","('1', '0', '1', '0', '0')",,
16,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,,,,,,,,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('1', '0', '1', '0', '0')","('1', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('5', '3', '0', '0', '0')","('4', '2', '0', '0', '0')","('6', '1', '0', '0', '0')","('10', '2', '0', '0', '0')","('6', '1', '0', '0', '0')","('13', '6', '0', '0', '0')","('7', '2', '0', '0', '0')","('10', '4', '0', '0', '0')","('16', '5', '2', '0', '0')","('5', '3', '0', '0', '0')","('13', '8', '1', '0', '0')","('15', '11', '1', '0', '0')","('19', '10', '1', '0', '0')","('23', '21', '0', '0', '0')","('18', '14', '1', '0', '0')","('20', '14', '2', '0', '0')","('21', '17', '2', '1', '0')","('22', '19', '2', '0', '0')","('24', '21', '3', '0', '0')","('29', '25', '3', '1', '0')","('31', '25', '4', '1', '0')","('26', '23', '3', '0', '0')","('30', '28', '0', '0', '0')","('27', '22', '3', '0', '0')","('21', '19', '2', '0', '0')","('33', '27', '3', '0', '0')","('44', '36', '4', '0', '0')","('34', '25', '6', '0', '0')","('37', '25', '7', '0', '0')","('43', '31', '3', '1', '0')","('40', '24', '7', '0', '0')","('49', '26', '9', '1', '0')","('49', '27', '7', '0', '0')","('55', '24', '11', '2', '0')","('57', '19', '14', '2', '0')","('60', '18', '12', '3', '0')","('59', '19', '14', '1', '0')","('75', '25', '17', '4', '0')","('85', '12', '28', '1', '0')","('63', '18', '18', '4', '0')","('80', '15', '25', '2', '0')","('92', '15', '31', '3', '0')","('74', '15', '26', '1', '0')","('55', '11', '19', '2', '0')","('54', '5', '18', '2', '0')","('57', '6', '28', '2', '0')","('39', '6', '13', '0', '0')","('41', '6', '20', '1', '2')","('28', '2', '20', '0', '0')","('23', '3', '13', '0', '3')","('15', '2', '3', '1', '2')","('5', '0', '4', '0', '1')","('7', '1', '5', '0', '1')","('4', '1', '3', '0', '0')","('2', '1', '0', '0', '1')",,,"('1', '1', '0', '0', '0')",
17,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,,,,,,"('1', '1', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')",,,"('2', '0', '0', '0', '0')",,,"('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('1', '0', '0', '0', '0')",,,"('2', '0', '0', '0', '0')",,,"('2', '0', '0', '0', '0')","('5', '2', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('5', '4', '0', '0', '0')","('4', '0', '1', '0', '0')","('5', '2', '0', '0', '0')","('7', '0', '1', '0', '0')","('19', '7', '0', '0', '0')","('3', '2', '0', '0', '0')","('5', '0', '1', '0', '0')","('12', '7', '0', '0', '0')","('10', '7', '0', '0', '0')","('10', '7', '0', '0', '0')","('10', '6', '2', '0', '0')","('17', '14', '1', '1', '0')","('16', '11', '2', '0', '0')","('19', '19', '0', '0', '0')","('24', '22', '0', '0', '0')","('23', '20', '2', '0', '0')","('25', '24', '0', '0', '0')","('17', '15', '2', '0', '0')","('35', '29', '4', '0', '0')","('23', '21', '1', '0', '0')","('20', '14', '4', '0', '0')","('24', '21', '2', '0', '0')","('25', '21', '2', '0', '0')","('34', '28', '4', '1', '0')","('25', '21', '2', '0', '0')","('36', '29', '2', '0', '0')","('40', '32', '5', '0', '0')","('45', '31', '3', '0', '0')","('47', '28', '5', '0', '0')","('38', '22', '3', '1', '0')","('43', '28', '4', '0', '0')","('57', '27', '10', '1', '0')","('51', '21', '10', '1', '0')","('49', '19', '3', '1', '0')","('66', '16', '16', '2', '0')","('60', '13', '9', '1', '0')","('67', '16', '17', '0', '0')","('77', '21', '18', '2', '0')","('61', '8', '19', '2', '0')","('81', '14', '25', '1', '0')","('91', '8', '28', '1', '0')","('82', '16', '34', '1', '1')","('84', '10', '26', '3', '0')","('58', '2', '31', '1', '2')","('65', '4', '32', '3', '2')","('45', '3', '28', '0', '1')","('55', '6', '29', '1', '1')","('55', '6', '34', '0', '1')","('31', '3', '15', '1', '2')","('23', '1', '13', '0', '5')","('13', '5', '4', '0', '0')","('13', '3', '7', '0', '3')","('5', '1', '2', '0', '2')","('6', '2', '1', '0', '3')","('1', '0', '0', '0', '1')","('1', '0', '1', '0', '0')",,"('1', '0', '0', '0', '1')",,
18,,,,,,,,,,,,,"('1', '1', '0', '0', '0')",,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,,"('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '1', '1', '0', '0')","('2', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('7', '3', '0', '0', '0')","('5', '3', '1', '0', '0')","('8', '1', '0', '0', '0')","('5', '2', '0', '0', '0')","('3', '0', '0', '0', '0')","('12', '7', '0', '0', '0')","('9', '6', '0', '0', '0')","('15', '9', '1', '0', '0')","('14', '12', '2', '0', '0')","('16', '9', '2', '0', '0')","('18', '15', '2', '0', '0')","('17', '14', '1', '0', '0')","('18', '15', '2', '0', '0')","('24', '23', '0', '0', '0')","('23', '23', '0', '0', '0')","('16', '14', '2', '0', '0')","('27', '26', '1', '0', '0')","('29', '26', '2', '0', '0')","('19', '15', '4', '0', '0')","('29', '26', '3', '0', '0')","('24', '20', '2', '0', '0')","('32', '25', '5', '0', '0')","('32', '23', '6', '0', '0')","('34', '23', '6', '0', '0')","('23', '19', '3', '0', '0')","('29', '16', '1', '1', '0')","('44', '21', '7', '0', '0')","('43', '19', '8', '1', '0')","('50', '25', '6', '0', '0')","('43', '16', '7', '0', '0')","('53', '20', '7', '0', '0')","('60', '20', '10', '1', '0')","('61', '10', '16', '2', '1')","('57', '12', '13', '0', '0')","('74', '10', '16', '3', '0')","('66', '6', '15', '1', '0')","('81', '10', '18', '0', '0')","('80', '8', '23', '2', '0')","('85', '10', '24', '7', '1')","('80', '5', '30', '3', '0')","('71', '7', '30', '1', '0')","('65', '5', '27', '2', '2')","('76', '8', '26', '3', '1')","('70', '3', '33', '4', '4')","('46', '2', '24', '2', '3')","('47', '7', '21', '0', '8')","('44', '2', '26', '1', '5')","('23', '3', '10', '0', '4')","('28', '0', '14', '1', '10')","('19', '4', '9', '0', '5')","('7', '2', '1', '0', '3')","('4', '1', '0', '0', '3')","('4', '0', '1', '0', '3')","('2', '0', '0', '0', '1')","('1', '0', '1', '0', '0')",,,,
19,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,,,,,,"('1', '0', '0', '0', '0')",,,,,,,,"('4', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')","('4', '1', '0', '0', '0')",,,"('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('4', '0', '1', '0', '0')","('4', '1', '0', '0', '0')","('4', '0', '0', '0', '0')","('3', '2', '0', '0', '0')","('3', '1', '0', '0', '0')",,"('6', '1', '0', '0', '0')","('3', '1', '0', '0', '0')","('5', '3', '0', '0', '0')","('8', '1', '1', '0', '0')","('2', '2', '0', '0', '0')","('4', '1', '0', '0', '0')","('5', '2', '0', '0', '0')","('5', '5', '0', '0', '0')","('11', '7', '0', '0', '0')","('13', '9', '1', '0', '0')","('6', '4', '0', '0', '0')","('8', '7', '0', '0', '0')","('10', '6', '2', '0', '0')","('15', '14', '0', '0', '0')","('18', '16', '1', '0', '0')","('10', '8', '1', '0', '0')","('22', '21', '0', '0', '0')","('22', '20', '1', '0', '0')","('16', '16', '0', '0', '0')","('20', '20', '0', '0', '0')","('21', '17', '2', '0', '0')","('23', '20', '0', '1', '0')","('17', '14', '2', '0', '0')","('28', '21', '1', '0', '0')","('33', '26', '4', '0', '0')","('25', '20', '1', '1', '0')","('35', '15', '7', '0', '0')","('32', '14', '10', '1', '0')","('33', '18', '1', '2', '0')","('39', '13', '10', '1', '0')","('38', '12', '4', '0', '0')","('44', '14', '7', '0', '0')","('54', '11', '9', '5', '0')","('38', '8', '5', '4', '0')","('51', '7', '9', '1', '0')","('49', '4', '10', '2', '0')","('57', '6', '15', '2', '0')","('70', '7', '20', '3', '0')","('69', '5', '20', '2', '0')","('69', '5', '26', '1', '0')","('69', '5', '18', '4', '0')","('70', '3', '21', '1', '2')","('62', '2', '31', '0', '2')","('78', '4', '35', '2', '1')","('52', '1', '21', '3', '1')","('67', '6', '31', '1', '3')","('76', '3', '38', '0', '10')","('61', '4', '36', '0', '10')","('62', '4', '26', '1', '18')","('36', '1', '15', '1', '15')","('27', '2', '7', '0', '15')","('19', '2', '2', '0', '11')","('13', '1', '3', '1', '8')","('16', '2', '4', '0', '10')","('9', '0', '3', '0', '4')","('3', '0', '1', '0', '2')","('4', '0', '1', '0', '2')","('2', '0', '0', '0', '2')",,,,
2,,,,,,,,,,,,,,,,,"('1', '1', '0', '0', '0')",,,,,,,,,,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,,,,,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,"('1', '1', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('6', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('8', '0', '0', '0', '0')","('10', '0', '0', '0', '0')","('14', '1', '0', '0', '0')","('11', '1', '0', '0', '0')","('5', '0', '0', '0', '0')","('11', '2', '0', '0', '0')","('10', '0', '0', '0', '0')","('13', '1', '0', '0', '0')","('10', '1', '0', '0', '0')","('16', '2', '0', '0', '0')","('19', '4', '1', '0', '0')","('13', '1', '0', '0', '0')","('22', '6', '0', '0', '0')","('20', '5', '0', '0', '0')","('21', '4', '0', '0', '0')","('25', '6', '1', '0', '0')","('26', '7', '2', '0', '0')","('30', '4', '1', '0', '0')","('28', '8', '2', '0', '0')","('33', '8', '2', '0', '0')","('29', '9', '0', '1', '0')","('25', '5', '0', '0', '0')","('33', '12', '1', '0', '0')","('26', '9', '1', '0', '0')","('33', '10', '1', '0', '0')","('33', '10', '1', '0', '0')","('46', '19', '5', '0', '0')","('38', '11', '0', '0', '0')","('40', '12', '1', '0', '0')","('63', '20', '2', '0', '0')","('51', '13', '2', '1', '0')","('49', '14', '3', '0', '0')","('65', '29', '4', '0', '0')","('78', '36', '8', '1', '0')","('62', '30', '7', '0', '0')","('70', '40', '5', '0', '0')","('77', '34', '1', '1', '0')","('70', '31', '3', '0', '0')","('66', '24', '3', '1', '0')","('68', '33', '6', '0', '0')","('73', '31', '2', '0', '0')","('68', '38', '1', '0', '0')","('48', '20', '3', '0', '0')","('42', '21', '1', '0', '0')","('39', '21', '3', '0', '0')","('29', '13', '4', '0', '0')","('21', '13', '0', '0', '0')","('12', '8', '1', '0', '0')","('3', '2', '0', '0', '0')","('7', '4', '0', '0', '0')","('3', '2', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,,
20,,,,,,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,,,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '1', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('8', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('5', '2', '1', '0', '0')","('6', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('5', '1', '1', '0', '0')","('2', '1', '1', '0', '0')","('7', '5', '1', '0', '0')","('5', '1', '0', '0', '0')","('7', '6', '0', '0', '0')","('6', '4', '0', '0', '0')","('6', '5', '0', '0', '0')","('3', '2', '0', '0', '0')","('5', '4', '0', '0', '0')","('13', '12', '1', '0', '0')","('9', '8', '1', '0', '0')","('15', '13', '0', '0', '0')","('9', '9', '0', '0', '0')","('15', '13', '2', '0', '0')","('18', '18', '0', '0', '0')","('13', '11', '1', '0', '0')","('18', '18', '0', '0', '0')","('24', '21', '2', '1', '0')","('29', '27', '0', '1', '0')","('33', '27', '4', '0', '0')","('33', '25', '3', '1', '0')","('21', '18', '1', '0', '0')","('24', '17', '2', '0', '0')","('36', '21', '7', '2', '0')","('40', '25', '4', '1', '0')","('32', '8', '6', '0', '0')","('33', '14', '4', '0', '0')","('44', '13', '1', '1', '0')","('38', '5', '9', '0', '0')","('37', '7', '6', '1', '0')","('50', '9', '6', '0', '0')","('55', '13', '7', '1', '0')","('59', '6', '9', '1', '1')","('50', '4', '3', '0', '0')","('50', '9', '4', '0', '0')","('72', '4', '15', '0', '0')","('63', '3', '9', '1', '0')","('81', '1', '28', '2', '0')","('65', '2', '20', '0', '0')","('81', '1', '34', '0', '1')","('85', '3', '34', '2', '1')","('68', '3', '30', '4', '3')","('57', '2', '24', '1', '6')","('83', '5', '41', '2', '7')","('79', '5', '41', '4', '14')","('68', '4', '32', '1', '20')","('58', '4', '28', '3', '17')","('47', '2', '21', '1', '18')","('42', '4', '18', '0', '16')","('31', '2', '12', '0', '17')","('18', '1', '4', '2', '9')","('17', '2', '3', '0', '12')","('13', '0', '2', '0', '11')","('6', '0', '0', '0', '6')","('3', '0', '0', '0', '3')","('1', '0', '0', '0', '1')",,,"('2', '0', '0', '0', '2')",,
21,,,,,,,"('1', '0', '0', '0', '0')",,,,,,,,,,"('1', '0', '0', '0', '0')",,,,"('1', '1', '0', '0', '0')",,"('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,,,"('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '1', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('5', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('5', '0', '1', '0', '0')","('3', '1', '1', '0', '0')","('2', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('2', '1', '1', '0', '0')","('4', '3', '0', '0', '0')","('2', '1', '0', '0', '0')","('15', '8', '0', '0', '0')","('8', '4', '0', '0', '0')","('7', '6', '0', '0', '0')","('12', '10', '1', '0', '0')","('11', '11', '0', '0', '0')","('12', '11', '0', '0', '0')","('14', '12', '1', '0', '0')","('14', '14', '0', '0', '0')","('20', '20', '0', '0', '0')","('15', '15', '0', '0', '0')","('12', '11', '0', '0', '0')","('18', '16', '1', '0', '0')","('23', '23', '0', '0', '0')","('13', '12', '1', '0', '0')","('21', '20', '1', '0', '0')","('21', '17', '0', '1', '0')","('22', '14', '0', '0', '0')","('21', '11', '3', '1', '0')","('23', '14', '1', '0', '0')","('43', '19', '4', '0', '0')","('24', '12', '2', '0', '0')","('26', '8', '1', '0', '0')","('46', '14', '9', '0', '0')","('35', '10', '4', '0', '0')","('33', '0', '5', '0', '0')","('46', '3', '3', '1', '0')","('44', '2', '4', '0', '0')","('33', '3', '6', '1', '0')","('48', '6', '7', '2', '0')","('57', '2', '7', '0', '0')","('46', '3', '6', '0', '0')","('53', '1', '13', '0', '0')","('64', '1', '17', '2', '0')","('86', '4', '19', '1', '0')","('67', '2', '13', '2', '3')","('61', '4', '14', '1', '3')","('66', '2', '23', '7', '4')","('70', '2', '24', '1', '3')","('77', '1', '39', '2', '9')","('75', '1', '28', '4', '15')","('67', '1', '31', '2', '21')","('51', '2', '23', '3', '18')","('59', '3', '17', '2', '33')","('44', '3', '13', '3', '19')","('36', '2', '7', '0', '24')","('23', '1', '6', '0', '16')","('16', '0', '1', '0', '15')","('21', '0', '3', '0', '18')","('10', '0', '2', '0', '8')","('11', '0', '1', '0', '10')","('1', '0', '0', '0', '1')","('1', '0', '0', '0', '1')",,"('1', '0', '0', '0', '1')",,,
22,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')",,,,"('2', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('5', '1', '1', '0', '0')","('2', '1', '0', '0', '0')","('3', '1', '0', '0', '0')","('6', '0', '1', '0', '0')","('7', '1', '1', '0', '0')","('4', '1', '0', '0', '0')","('5', '1', '1', '0', '0')","('5', '3', '0', '0', '0')","('5', '4', '0', '0', '0')","('2', '1', '1', '0', '0')","('6', '6', '0', '0', '0')","('5', '4', '1', '0', '0')","('11', '11', '0', '0', '0')","('15', '14', '1', '0', '0')","('19', '17', '1', '0', '0')","('15', '12', '3', '0', '0')","('24', '23', '1', '0', '0')","('20', '19', '1', '0', '0')","('19', '18', '0', '0', '0')","('23', '22', '1', '0', '0')","('30', '24', '1', '0', '0')","('24', '16', '3', '0', '0')","('36', '25', '3', '0', '0')","('33', '20', '5', '0', '0')","('25', '10', '4', '0', '0')","('35', '17', '3', '1', '0')","('28', '10', '3', '0', '0')","('30', '10', '4', '1', '0')","('17', '8', '0', '1', '0')","('41', '6', '4', '0', '0')","('30', '5', '0', '0', '0')","('37', '3', '5', '1', '0')","('42', '5', '4', '0', '0')","('44', '1', '5', '0', '0')","('36', '1', '7', '0', '0')","('56', '4', '4', '1', '0')","('58', '2', '4', '0', '0')","('65', '1', '13', '1', '0')","('61', '1', '11', '1', '0')","('64', '1', '16', '2', '1')","('59', '2', '18', '2', '0')","('69', '1', '24', '1', '2')","('62', '0', '29', '2', '5')","('84', '0', '38', '3', '8')","('70', '2', '30', '3', '18')","('75', '2', '31', '3', '19')","('78', '3', '28', '2', '27')","('74', '1', '26', '5', '29')","('50', '2', '13', '2', '33')","('44', '0', '12', '1', '29')","('39', '0', '7', '0', '31')","('40', '1', '7', '1', '30')","('35', '0', '3', '0', '32')","('17', '0', '2', '0', '15')","('19', '0', '1', '0', '18')","('11', '0', '0', '0', '11')","('6', '0', '0', '0', '6')","('4', '0', '0', '0', '4')",,"('1', '0', '0', '0', '1')",,,,
23,,,,,,,,,"('1', '0', '0', '0', '0')",,,,,,,"('1', '0', '0', '0', '0')",,,,,"('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,,,"('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')","('2', '2', '0', '0', '0')",,,"('2', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('5', '1', '1', '0', '0')","('6', '2', '0', '0', '0')","('7', '3', '1', '0', '0')","('7', '2', '0', '0', '0')","('3', '3', '0', '0', '0')","('3', '2', '0', '0', '0')","('8', '5', '0', '0', '0')","('6', '5', '0', '0', '0')",,"('6', '5', '0', '0', '0')","('10', '10', '0', '0', '0')","('8', '7', '0', '0', '0')","('10', '9', '0', '0', '0')","('9', '9', '0', '0', '0')","('14', '13', '1', '0', '0')","('19', '18', '1', '0', '0')","('18', '16', '1', '0', '0')","('22', '18', '3', '0', '0')","('24', '22', '1', '0', '0')","('21', '17', '4', '0', '0')","('22', '18', '2', '0', '0')","('27', '24', '0', '0', '0')","('32', '17', '5', '0', '0')","('33', '20', '4', '0', '0')","('23', '11', '1', '0', '0')","('26', '6', '4', '1', '0')","('35', '11', '4', '0', '0')","('33', '8', '3', '0', '0')","('30', '2', '2', '0', '0')","('38', '2', '2', '1', '0')","('35', '4', '6', '0', '0')","('35', '3', '4', '2', '0')","('32', '2', '5', '0', '0')","('42', '0', '6', '1', '0')","('58', '1', '11', '2', '0')","('60', '1', '9', '1', '0')","('45', '2', '10', '1', '0')","('65', '2', '8', '2', '1')","('54', '2', '7', '0', '3')","('70', '4', '17', '2', '1')","('60', '1', '19', '1', '4')","('71', '1', '31', '2', '6')","('85', '0', '29', '6', '12')","('70', '3', '24', '2', '14')","('67', '2', '20', '4', '20')","('63', '1', '19', '3', '27')","('67', '0', '22', '0', '35')","('58', '0', '14', '1', '35')","('63', '2', '8', '2', '48')","('42', '0', '5', '1', '33')","('49', '0', '2', '2', '43')","('26', '1', '1', '1', '23')","('27', '0', '0', '0', '26')","('20', '0', '1', '0', '19')","('14', '0', '0', '0', '14')","('8', '0', '0', '0', '8')","('3', '0', '0', '0', '3')","('6', '0', '0', '0', '6')",,,,,,
